timestamp,persona_id,run_id,mitre_stage,technique_id,flow_count,unique_dst_ports,dest_port_entropy,tcp_ratio,udp_ratio,bytes_fwd_sum,bytes_bwd_sum,bidirectional_ratio,pkts_fwd_sum,pkts_bwd_sum,duration_mean,duration_max,iat_mean,iat_std,iat_max,syn_flag_sum,ack_flag_sum,fin_flag_sum,rst_flag_sum,psh_flag_sum,urg_flag_sum,down_up_ratio_mean,pkt_len_mean,pkt_len_std,pkt_len_max,init_fwd_win_mean,init_bwd_win_mean,fwd_psh_flags_sum,port_scan_score,ttl_variance,ip_fragment_flags,retransmit_count
2026-09-03T22:16:07.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1235,0.8421,1945.76,1556.61,0.8756,10,8,3.4264,5.7618,3.3843,0.338,4.3984,0,0,0,0,0,0,1.1261,194.58,0.0,194.58,8279.76,10149.28,0,0.0,1.6563,0,0
2026-09-03T22:16:12.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.1058,0.8663,0.0,0.0,0.8334,0,0,1.5628,4.117,2.9921,0.3289,3.9787,0,0,0,0,0,0,0.8326,193.5,0.0,193.5,7891.69,8308.44,0,0.0269,0.8065,0,0
2026-09-03T22:16:17.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,1,-0.0,0.1243,0.8496,3404.78,2553.58,0.8766,20,15,1.9816,5.0496,4.4457,0.441,5.7687,0,0,0,0,0,0,1.26,170.24,16.25,186.49,7987.07,7599.64,0,0.0,1.0137,0,0
2026-09-03T22:16:22.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.1311,0.8493,2372.32,2214.16,0.875,15,14,4.1953,6.9492,3.8442,0.4524,5.2015,0,1,0,0,0,0,1.0581,158.15,24.0,191.48,8851.56,6816.71,0,0.0,0.6497,0,0
2026-09-03T22:16:27.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.06,0.953,0.0,0.0,0.8197,0,0,4.3821,6.2797,3.6022,0.7844,5.9556,0,0,0,0,0,0,1.0382,245.55,0.0,245.55,7465.41,10599.35,0,0.0,0.0,0,0
2026-09-03T22:16:32.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.0875,0.8866,2162.42,1441.61,0.8991,12,8,4.502,9.7997,3.0554,0.333,4.0542,0,1,0,0,0,0,1.3471,180.2,20.82,199.46,8237.58,9306.44,0,0.0336,0.7013,0,0
2026-09-03T22:16:37.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.0515,0.9408,0.0,0.0,0.7938,0,0,3.0805,8.5109,3.7165,0.6577,5.6895,0,0,0,0,0,0,0.8079,146.12,0.0,146.12,7524.28,8101.09,0,0.0231,0.4264,0,0
2026-09-03T22:16:42.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.074,0.9412,0.0,0.0,0.9203,0,0,2.8365,5.4838,3.94,0.3516,4.9948,0,0,0,0,0,0,1.5965,170.55,0.0,170.55,6696.09,8858.71,0,0.0,1.1135,0,0
2026-09-03T22:16:47.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,4,1,-0.0,0.1068,0.8842,3369.46,2864.04,0.8286,20,17,2.346,6.0981,3.7103,0.2799,4.5501,0,1,0,0,0,0,1.1598,168.47,49.55,246.33,8169.43,6741.5,0,0.0,0.8755,0,0
2026-09-03T22:16:52.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.1107,0.8794,0.0,0.0,0.7787,0,0,1.9129,4.2054,3.7122,0.8235,6.1825,0,0,0,0,0,0,0.9198,238.5,0.0,238.5,8230.45,8331.47,0,0.0,0.689,0,0
2026-09-03T22:16:57.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.0856,0.9258,990.24,742.68,0.8914,8,6,3.1134,3.9786,3.3963,0.6929,5.4751,0,0,0,0,0,0,1.2439,123.78,0.0,123.78,7983.72,7129.08,0,0.0601,1.0577,0,0
2026-09-03T22:17:02.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,1,-0.0,0.0108,0.9825,2356.62,1851.63,0.8677,14,11,4.0087,11.4798,3.3136,0.5619,4.9993,0,0,0,0,0,0,1.1696,168.33,19.38,187.71,7847.44,7630.73,0,0.0193,1.5055,0,0
2026-09-03T22:17:07.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,2,0.4,0.2545,0.7411,1921.956,1541.668,0.7899,12,9,2.7911,5.8313,2.8876,0.5232,4.457,0,0,0,0,0,0,1.258,186.662,27.206,225.538,10007.006,8616.666,0,0.0386,1.5211,0,0
2026-09-03T22:17:12.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,5,1,-0.0,0.0876,0.9132,6037.92,5031.6,0.8448,30,25,1.9203,2.7047,2.8588,0.3167,3.809,0,1,0,0,0,0,1.1585,201.26,46.85,255.77,9302.45,7968.32,0,0.0,1.6351,0,0
2026-09-03T22:17:17.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1043,0.8645,1487.33,1487.33,0.8684,8,8,2.9263,5.5896,2.946,0.4863,4.4048,0,0,0,0,0,0,0.9903,185.92,0.0,185.92,8088.16,9250.57,0,0.0,1.0146,0,0
2026-09-03T22:17:22.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.0765,0.9222,3315.37,3499.56,0.9388,18,19,3.4545,5.9781,2.8542,0.5616,4.539,0,1,0,0,0,0,0.9033,184.19,14.18,197.49,8335.56,8478.71,0,0.02,0.4899,0,0
2026-09-03T22:17:27.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.0921,0.9414,0.0,0.0,0.8136,0,0,3.4549,6.9565,3.5667,0.3901,4.7371,0,0,0,0,0,0,0.965,174.23,0.0,174.23,7324.82,9154.34,0,0.0029,1.4459,0,0
2026-09-03T22:17:32.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.0768,0.9484,1843.35,3277.07,0.8265,9,16,3.4559,9.9806,3.8486,0.5509,5.5012,0,1,0,0,0,0,0.5384,204.82,48.94,258.09,9287.23,9217.4,0,0.011,0.5955,0,0
2026-09-03T22:17:37.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.0714,0.9182,0.0,0.0,0.7979,0,0,2.8802,6.6725,3.3099,0.5681,5.0143,0,0,0,0,0,0,1.3061,193.12,0.0,193.12,7120.16,7648.65,0,0.0038,1.0689,0,0
2026-09-03T22:17:42.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.0639,0.9821,784.8,654.0,0.9041,6,5,4.0374,5.5511,2.6829,0.2625,3.4705,0,0,0,0,0,0,1.0051,130.8,0.0,130.8,7053.71,7695.41,0,0.0,1.2928,0,0
2026-09-03T22:17:47.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.0614,0.9638,610.12,610.12,0.8916,5,5,2.1077,5.0815,3.0544,0.5566,4.7242,0,0,0,0,0,0,0.8986,122.02,0.0,122.02,7368.24,8206.69,0,0.0174,1.4835,0,0
2026-09-03T22:17:52.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1016,0.8899,473.58,315.72,0.9224,3,2,2.7981,7.0402,3.0881,0.6294,4.9764,0,0,0,0,0,0,1.2152,157.86,0.0,157.86,9504.86,5945.69,0,0.0047,0.1533,0,0
2026-09-03T22:17:57.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.0943,0.8805,0.0,0.0,0.8936,0,0,1.8543,4.2456,3.383,0.3632,4.4726,0,0,0,0,0,0,1.0081,150.73,0.0,150.73,6746.65,9490.98,0,0.0,1.1858,0,0
2026-09-03T22:18:02.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.1619,0.815,0.0,0.0,0.8367,0,0,3.716,9.506,2.7674,0.2307,3.4594,0,0,0,0,0,0,0.9356,138.4,0.0,138.4,7908.19,9597.79,0,0.0,0.9855,0,0
2026-09-03T22:18:07.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1047,0.864,919.67,1072.95,0.8798,6,7,5.1516,10.6382,3.8383,0.3714,4.9523,0,0,0,0,0,0,0.7909,153.28,0.0,153.28,7141.38,8276.68,0,0.0075,1.4253,0,0
2026-09-03T22:18:12.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,4,1,-0.0,0.1226,0.9022,5715.54,3810.36,0.8363,24,16,2.5048,4.6987,3.2599,0.3429,4.2887,0,1,0,0,0,0,1.4776,238.15,61.31,313.48,8154.05,7614.42,0,0.0311,1.2571,0,0
2026-09-03T22:18:17.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,1,-0.0,0.13,0.8695,2302.95,1535.3,0.8285,12,8,2.8609,7.4937,4.3999,0.5602,6.0805,0,0,0,0,0,0,1.3488,191.91,35.81,227.72,7192.32,8361.16,0,0.047,1.1742,0,0
2026-09-03T22:18:22.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.0747,0.9219,1393.2,1393.2,0.8373,5,5,5.3172,6.4279,3.9197,0.7168,6.0702,0,0,0,0,0,0,0.955,278.64,0.0,278.64,8376.66,8647.05,0,0.0,1.2304,0,0
2026-09-03T22:18:27.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.1106,0.9099,953.25,635.5,0.8431,6,4,1.8582,4.8911,3.4386,0.7266,5.6183,0,1,0,0,0,0,1.2252,158.88,32.43,204.67,6304.85,7604.52,0,0.0,0.5843,0,0
2026-09-03T22:18:32.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.12,0.8463,834.01,1000.82,0.9602,5,6,4.5133,8.1073,3.5908,0.5091,5.118,0,0,0,0,0,0,0.723,166.8,0.0,166.8,9132.91,8505.78,0,0.0,0.0653,0,0
2026-09-03T22:18:37.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.1174,0.89,0.0,0.0,0.7547,0,0,2.3128,6.8061,3.0278,0.4981,4.5221,0,0,0,0,0,0,0.7513,323.33,0.0,323.33,6968.36,5348.73,0,0.0196,0.6391,0,0
2026-09-03T22:18:42.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1121,0.894,899.96,899.96,0.8935,9,9,3.4131,7.1726,3.6727,0.8021,6.079,0,0,0,0,0,0,0.9421,100.0,0.0,100.0,8111.14,7893.21,0,0.0212,0.9551,0,0
2026-09-03T22:18:47.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.1127,0.8817,0.0,0.0,0.829,0,0,3.6801,10.1029,3.3038,0.2942,4.1865,0,0,0,0,0,0,0.7016,196.37,0.0,196.37,7779.75,8859.78,0,0.0,0.9429,0,0
2026-09-03T22:18:52.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,3,1,-0.0,0.0495,0.9377,1515.04,1178.36,0.7929,9,7,2.626,3.9271,2.5329,0.4363,3.8417,0,1,0,0,0,0,1.1397,168.34,36.31,219.65,7782.84,7728.31,0,0.0245,1.7695,0,0
2026-09-03T22:18:57.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,4,1,-0.0,0.1338,0.8535,5725.5,4930.29,0.8634,36,31,2.2991,5.3293,3.9725,0.6393,5.8904,0,1,0,0,0,0,1.1336,159.04,20.11,182.67,7105.37,8528.96,0,0.012,0.5937,0,0
2026-09-03T22:19:02.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,1,-0.0,0.113,0.8939,1674.0,1506.6,0.9437,10,9,2.9346,7.7324,3.5647,0.7019,5.6703,0,0,0,0,0,0,1.0473,167.4,41.74,209.14,6579.45,8403.66,0,0.0197,0.5152,0,0
2026-09-03T22:19:07.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1371,0.8873,700.15,700.15,0.8439,4,4,3.8235,6.3834,2.9169,0.2456,3.6536,0,0,0,0,0,0,0.9561,175.04,0.0,175.04,8250.54,7707.65,0,0.003,0.5832,0,0
2026-09-03T22:19:12.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,0,0,0.0,0.0917,0.9265,0.0,0.0,0.7499,0,0,2.0775,4.7824,4.0004,0.6861,6.0588,0,0,0,0,0,0,0.9251,117.23,0.0,117.23,8650.4,7910.89,0,0.0076,0.8084,0,0
2026-09-03T22:19:17.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.1206,0.9013,954.45,954.45,0.8354,7,7,3.8085,4.6676,3.0301,0.3488,4.0765,0,0,0,0,0,0,0.9153,136.35,0.0,136.35,8837.91,10513.93,0,0.0325,0.725,0,0
2026-09-03T22:19:22.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,1,1,-0.0,0.0914,0.903,2070.77,2200.19,0.7996,16,17,3.1285,8.9398,3.2851,0.4323,4.5818,0,0,0,0,0,0,0.9259,129.42,0.0,129.42,6862.75,8126.74,0,0.0378,0.5668,0,1
2026-09-03T22:19:27.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,1,-0.0,0.1061,0.8841,1900.19,1628.73,0.8766,14,12,2.3244,3.5285,3.3521,0.3555,4.4188,0,0,0,0,0,0,1.1666,135.73,56.35,192.08,8824.37,7148.58,0,0.0057,1.494,0,0
2026-09-03T22:19:32.864380+00:00,c2_dns_tunnel_v1,c2_dns_tunnel_v1__run_007,command_and_control,T1071.004,2,2,0.4,0.2656,0.7282,898.028,1001.812,0.7193,6,5,2.652,4.1583,3.2119,0.3153,4.158,0,0,0,0,0,0,1.0434,172.71,19.422,203.802,8848.318,9664.034,0,0.0094,1.5802,0,0
