timestamp,persona_id,run_id,mitre_stage,technique_id,flow_count,unique_dst_ports,dest_port_entropy,tcp_ratio,udp_ratio,bytes_fwd_sum,bytes_bwd_sum,bidirectional_ratio,pkts_fwd_sum,pkts_bwd_sum,duration_mean,duration_max,iat_mean,iat_std,iat_max,syn_flag_sum,ack_flag_sum,fin_flag_sum,rst_flag_sum,psh_flag_sum,urg_flag_sum,down_up_ratio_mean,pkt_len_mean,pkt_len_std,pkt_len_max,init_fwd_win_mean,init_bwd_win_mean,fwd_psh_flags_sum,port_scan_score,ttl_variance,ip_fragment_flags,retransmit_count
2026-09-09T14:51:00.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,9,4,1.9749,0.9625,0.0093,44906.38,23522.39,0.706,63,33,0.7208,1.3295,0.6243,0.1397,1.0433,1,4,0,0,1,0,1.8577,712.8,327.39,1333.75,8048.88,8692.73,0,0.0442,4.0061,0,0
2026-09-09T14:51:05.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,11,4,1.9363,0.9431,0.0378,26092.37,10436.95,0.7589,55,22,0.3412,0.8425,0.6791,0.1606,1.161,1,5,1,0,2,0,2.426,474.41,183.99,876.18,8975.53,11378.43,1,0.0,2.4607,0,0
2026-09-09T14:51:10.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,5,3,1.5219,1.0,0.0373,14503.63,7541.89,0.7161,25,13,0.8784,1.6159,0.6251,0.1668,1.1254,0,2,0,0,0,0,1.9044,580.15,155.72,806.9,8472.37,7017.94,0,0.0,3.8841,0,0
2026-09-09T14:51:15.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,8,4,1.75,0.975,0.0496,7962.39,2488.25,0.6931,16,5,0.5029,0.9443,0.4752,0.1093,0.8032,1,4,0,0,1,0,2.6785,497.65,139.52,760.36,8033.78,7188.33,0,0.0,4.1687,0,0
2026-09-09T14:51:20.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,9,4,1.9749,1.0,0.0014,46762.15,21255.52,0.7329,99,45,0.5557,0.9616,0.6153,0.1608,1.0977,1,4,0,0,2,0,2.1584,472.34,131.18,679.74,8082.35,7574.58,1,0.0312,3.2726,0,0
2026-09-09T14:51:25.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,11,4,1.6172,1.0,0.0,34335.46,15086.79,0.7709,66,29,0.2819,0.4696,0.4742,0.1282,0.8587,2,5,0,0,2,0,2.2427,520.23,143.61,731.89,7316.71,7934.03,1,0.0346,4.0389,0,0
2026-09-09T14:51:30.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,5,4,1.9219,0.9879,0.0425,14621.09,5848.43,0.7818,25,10,0.3221,0.8807,0.6236,0.0862,0.882,0,2,0,0,1,0,2.4949,584.84,102.2,757.46,6500.97,7710.64,0,0.0304,3.8839,0,0
2026-09-09T14:51:35.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,11,4,1.9363,0.9906,0.0,26150.45,14263.88,0.7171,44,24,0.3463,0.7462,0.5191,0.1236,0.8898,1,5,1,0,2,0,1.8004,594.33,191.78,1044.27,7176.41,8028.42,1,0.0048,4.121,0,0
2026-09-09T14:51:40.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,7,4,1.9502,1.0,0.0,29755.3,12752.27,0.7906,49,21,0.598,1.5231,0.529,0.1064,0.8483,1,3,0,0,1,0,2.2774,607.25,126.94,789.52,9791.91,6404.24,0,0.0644,3.4705,0,0
2026-09-09T14:51:45.878735+00:00,web_xss_v1,web_xss_v1__run_001,initial_access,T1190,8,4,1.75,1.0,0.0,34296.16,15004.57,0.7885,64,28,0.5994,0.751,0.5417,0.0545,0.7053,1,4,0,0,1,0,2.2329,535.88,181.96,827.65,7915.49,7998.96,0,0.0151,5.1689,0,0
